segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,is_lucid,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
41b827dc-34be-4ad6-b1fd-dda23514f537,2.15,2.15,2.158333,N3,anxious,0.346,0.0,False,TEMPLATE,,,,n3_any_01,0.3134,0.232,0.2013,0.1969,"At 2.150h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
89b35321-ee41-42db-aa1d-0df78219ce7e,2.158333,2.158333,2.166667,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3021,0.2764,0.1706,0.2094,"At 2.158h, deep textures replace coherent plot structure. Experience compresses into sparse sensations and broad, dark spaces where time is.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
274db6a0-b025-45fd-883c-25a598fa9413,2.166667,2.166667,2.175,N3,serene,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.28,0.2708,0.1738,0.1567,"At 2.167h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
eff5693c-6f15-4fb8-9a3d-aad2076a6076,2.175,2.175,2.183333,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_joyful_01,0.3181,0.2255,0.231,0.154,"At 2.175h, slow symbolic flashes appear without clear sequence. Joy emerges as bodily ease and warmth more than story, with.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
e6484724-09c7-4c49-8aaa-6a0301fbc2ac,2.183333,2.183333,2.191667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.2837,0.2061,0.1983,0.1746,"At 2.183h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A calm dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
662f24c1-ac7c-42e5-8774-eee154df7295,2.191667,2.191667,2.2,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_joyful_01,0.3067,0.2201,0.2205,0.1609,"At 2.192h, deep textures replace coherent plot structure. Joy emerges as bodily ease and warmth more than story, with soft.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
d4acba01-39ea-4d92-8c5d-deedebeb9177,2.2,2.2,2.208333,N3,melancholic,0.35,0.0,False,TEMPLATE,,,,n3_melancholic_01,0.2708,0.2331,0.1924,0.1719,"At 2.200h, wordless imagery pulses through heavy darkness. The dream stays dim and minimal, presenting isolated impressions of empty places.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
210315f6-01ec-481b-843b-450318da343e,2.208333,2.208333,2.216667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2795,0.2087,0.2158,0.2139,"At 2.208h, slow symbolic flashes appear without clear sequence. Experience compresses into sparse sensations and broad, dark spaces where time.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1b8411cf-dc1e-4384-8f59-67cf5357001c,2.216667,2.216667,2.225,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3076,0.24,0.2107,0.1693,"At 2.217h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0920134c-acf0-4c2e-8838-82f41711b7c7,2.225,2.225,2.233333,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2789,0.2669,0.1979,0.1926,"At 2.225h, deep textures replace coherent plot structure. Experience compresses into sparse sensations and broad, dark spaces where time is.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
11864851-0617-4999-bd75-3dd844774fcd,2.233333,2.233333,2.241667,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_curious_01,0.31,0.2191,0.1974,0.1802,"At 2.233h, wordless imagery pulses through heavy darkness. Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f78098f2-2b79-4466-b33e-43984e5b3f81,2.241667,2.241667,2.25,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3191,0.2236,0.1921,0.1919,"At 2.242h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bb0a195a-b997-4b75-bea1-3453964e27fb,2.25,2.25,2.258333,N3,melancholic,0.35,0.0,False,TEMPLATE,,,,n3_melancholic_01,0.3186,0.2694,0.2454,0.1603,"At 2.250h, near-silent sensations drift and dissolve. The dream stays dim and minimal, presenting isolated impressions of empty places and.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
8f393a61-d814-4fbf-b966-67ae37b23f7d,2.258333,2.258333,2.266667,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3186,0.2275,0.2203,0.1777,"At 2.258h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
195eea71-1db5-408a-a648-50e6039e2bc5,2.266667,2.266667,2.275,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_curious_01,0.3061,0.2576,0.1953,0.1439,"At 2.267h, wordless imagery pulses through heavy darkness. Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant.",A curious dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
b439618b-28c1-496f-b802-d47462d1e082,2.275,2.275,2.283333,N3,melancholic,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3193,0.2284,0.1929,0.1707,"At 2.275h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2ef5c24d-e147-4226-8389-c1a53e3bea1e,2.283333,2.283333,2.291667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3248,0.2543,0.1764,0.1686,"At 2.283h, near-silent sensations drift and dissolve. Experience compresses into sparse sensations and broad, dark spaces where time is difficult.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
cf158692-045f-46a1-9766-041d322a1622,2.291667,2.291667,2.3,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.2974,0.2288,0.1963,0.1678,"At 2.292h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
8e675832-88e8-488d-b456-7a4735b51274,2.3,2.3,2.308333,N2,curious,0.452,0.0,False,TEMPLATE,,,,n2_any_01,0.4387,0.3799,0.2924,0.1649,"At 2.300h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fcca30da-cd0f-4874-b9c1-698cb73254a7,2.308333,2.308333,2.316667,N2,neutral,0.42,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4744,0.3573,0.2884,0.1825,"At 2.308h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
43a3cee8-6661-4591-8989-414e190dce27,2.316667,2.316667,2.325,N2,neutral,0.435,0.0,False,TEMPLATE,,,,n2_any_01,0.451,0.3482,0.2794,0.1921,"At 2.317h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
8610cfde-f629-487a-97c9-1dfb211478b1,2.325,2.325,2.333333,N2,joyful,0.455,0.0,False,TEMPLATE,,,,n2_joyful_01,0.5035,0.3768,0.296,0.1542,"At 2.325h, the environment shifts between partial storylines. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
df1695b9-72a8-4bb6-9ba2-582a54d06c8a,2.333333,2.333333,2.341667,N2,anxious,0.439,0.0,False,TEMPLATE,,,,n2_any_01,0.426,0.3475,0.2852,0.1655,"At 2.333h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
208087d3-a8df-47fc-b41c-7bb43397f968,2.341667,2.341667,2.35,N2,neutral,0.454,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4591,0.3554,0.2735,0.14,"At 2.342h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c2ba2c0e-c2a7-482a-a41a-a8e96afaa866,2.35,2.35,2.358333,N2,calm,0.36,0.0,False,TEMPLATE,,,,n2_any_01,0.4285,0.3578,0.3133,0.1468,"At 2.350h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
44eb938a-6d11-4523-8d37-af99ec4d20b3,2.358333,2.358333,2.366667,N2,fearful,0.487,0.0,False,TEMPLATE,,,,n2_fearful_01,0.442,0.3407,0.3016,0.1462,"At 2.358h, the environment shifts between partial storylines. A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
34c840a1-a106-4bf7-b6be-2d7c370867ab,2.366667,2.366667,2.375,N2,calm,0.484,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4523,0.3311,0.3026,0.2009,"At 2.367h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9a54a85c-7c84-45bd-9008-515ae3b32493,2.375,2.375,2.383333,N2,neutral,0.414,0.0,False,TEMPLATE,,,,n2_any_01,0.4273,0.2952,0.2685,0.1521,"At 2.375h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
51a9635e-344a-4360-9c4b-4ed14e9c8ae4,2.383333,2.383333,2.391667,N2,neutral,0.472,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4491,0.364,0.2927,0.1702,"At 2.383h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6215be89-6391-426b-8a42-9de3f4047026,2.391667,2.391667,2.4,N2,neutral,0.422,0.0,False,TEMPLATE,,,,n2_any_01,0.4374,0.3624,0.2902,0.1783,"At 2.392h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b245b6b2-d76f-4d11-b2e6-45813e94e22b,2.4,2.4,2.408333,N2,calm,0.485,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4761,0.3614,0.2699,0.1357,"At 2.400h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
68b648d8-8043-4d47-a8d3-152d00d40580,2.408333,2.408333,2.416667,N2,curious,0.45,0.0,False,TEMPLATE,,,,n2_curious_01,0.4465,0.3255,0.3071,0.1403,"At 2.408h, voices and objects recombine before they settle. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
46d58e6f-7383-403d-a184-2530d036aa53,2.416667,2.416667,2.425,N2,joyful,0.446,0.0,False,TEMPLATE,,,,n2_any_01,0.4556,0.3279,0.2872,0.1789,"At 2.417h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
da7dfc16-36aa-4704-8b73-5b2d1535ed0d,2.425,2.425,2.433333,N2,calm,0.5,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4576,0.3177,0.2857,0.163,"At 2.425h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
fe16c5db-95d8-4a93-812c-1d9a7ad40b83,2.433333,2.433333,2.441667,N2,calm,0.434,0.0,False,TEMPLATE,,,,n2_any_01,0.4392,0.3636,0.2831,0.1785,"At 2.433h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
97be09b1-29e0-4feb-ada9-fe3f6232a65f,2.441667,2.441667,2.45,N2,joyful,0.465,0.0,False,TEMPLATE,,,,n2_joyful_01,0.449,0.3303,0.2973,0.1613,"At 2.442h, voices and objects recombine before they settle. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
a5c99b90-41b8-48e4-976d-d6544d4308aa,2.45,2.45,2.458333,N2,melancholic,0.458,0.0,False,TEMPLATE,,,,n2_melancholic_01,0.4709,0.3539,0.2569,0.1741,"At 2.450h, memory fragments overlap in unstable sequences. I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
726a2a08-6106-4431-8ab8-dfcbaa5e5baf,2.458333,2.458333,2.466667,N2,fearful,0.494,0.0,False,TEMPLATE,,,,n2_any_01,0.4521,0.3329,0.2484,0.1393,"At 2.458h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fbe6a3c3-3dc4-4ba9-98b5-092898ad31bd,2.466667,2.466667,2.475,N2,calm,0.451,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4524,0.3294,0.262,0.1561,"At 2.467h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
cd79e340-2b27-47d0-8993-29c97f7f1cb7,2.475,2.475,2.483333,N2,calm,0.463,0.0,False,TEMPLATE,,,,n2_any_01,0.4782,0.35,0.293,0.1816,"At 2.475h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6f21bf2b-b200-4d90-946c-a1543ec845b3,2.483333,2.483333,2.491667,N2,calm,0.428,0.0,False,TEMPLATE,,,,n2_neutral_01,0.433,0.3433,0.2788,0.1412,"At 2.483h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f04c1e71-b59e-497e-955c-fbb754c42a81,2.491667,2.491667,2.5,N2,calm,0.457,0.0,False,TEMPLATE,,,,n2_any_01,0.4237,0.3578,0.2499,0.1725,"At 2.492h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
60a3f43d-ec97-4098-b3c1-56fce1e2f4ef,2.5,2.5,2.508333,N2,anxious,0.393,0.0,False,TEMPLATE,,,,n2_anxious_01,0.4343,0.3922,0.288,0.1356,"At 2.500h, familiar places merge into fragmented corridors. The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bd041147-f484-4eea-bc3a-f6ba2ef5d712,2.508333,2.508333,2.516667,N2,anxious,0.455,0.0,False,TEMPLATE,,,,n2_any_01,0.4396,0.3352,0.2911,0.1248,"At 2.508h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
67596ca3-1e61-4164-946c-e9e52199442a,2.516667,2.516667,2.525,N2,calm,0.496,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4549,0.3271,0.2611,0.0928,"At 2.517h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5c63ee94-9da8-4d40-b5f4-8e5315c3ee19,2.525,2.525,2.533333,N2,anxious,0.383,0.0,False,TEMPLATE,,,,n2_anxious_01,0.4415,0.314,0.309,0.107,"At 2.525h, the environment shifts between partial storylines. The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
277728aa-901d-4282-9954-42da1004f7c7,2.533333,2.533333,2.541667,N2,curious,0.447,0.0,False,TEMPLATE,,,,n2_any_01,0.4694,0.322,0.3386,0.13,"At 2.533h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9d9f6952-daa6-419e-8dbe-67b5f7bdc779,2.541667,2.541667,2.55,N2,neutral,0.409,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4419,0.2927,0.2529,0.1549,"At 2.542h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d5eeb65b-33ec-4f83-84b6-f0d7f04104ca,2.55,2.55,2.558333,N2,curious,0.435,0.0,False,TEMPLATE,,,,n2_curious_01,0.4285,0.3514,0.254,0.1467,"At 2.550h, memory fragments overlap in unstable sequences. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
41b334f4-0fca-4c99-8d77-1ba6f4e786ed,2.558333,2.558333,2.566667,N2,calm,0.448,0.0,False,TEMPLATE,,,,n2_any_01,0.475,0.3406,0.2849,0.1278,"At 2.558h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
99e5cc88-b3c0-4cc7-90b9-6ec604b70f83,2.566667,2.566667,2.575,N2,joyful,0.509,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4804,0.3366,0.2845,0.107,"At 2.567h, familiar places merge into fragmented corridors. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
b7ef7743-98bf-4bc6-a821-2071ec63cdcb,2.575,2.575,2.583333,N2,neutral,0.411,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4695,0.3263,0.2749,0.1456,"At 2.575h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
8801709f-75fd-493c-b4c0-59b43da0bd7e,2.583333,2.583333,2.591667,N2,neutral,0.442,0.0,False,TEMPLATE,,,,n2_any_01,0.4397,0.3479,0.2496,0.1556,"At 2.583h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
744ee2b8-bed8-4195-a385-2d7e288cb2aa,2.591667,2.591667,2.6,N2,calm,0.433,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4528,0.3055,0.264,0.1235,"At 2.592h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
7169bca1-d436-481a-aa83-e76bbeb0280e,2.6,2.6,2.608333,N2,melancholic,0.446,0.0,False,TEMPLATE,,,,n2_any_01,0.4199,0.3505,0.3003,0.0964,"At 2.600h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2dacebf2-0b07-4639-9f7b-68ca5343a532,2.608333,2.608333,2.616667,N2,joyful,0.437,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4114,0.3612,0.2493,0.1613,"At 2.608h, voices and objects recombine before they settle. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
bea84430-9359-44a0-b182-40af5caae370,2.616667,2.616667,2.625,N2,neutral,0.407,0.0,False,TEMPLATE,,,,n2_any_01,0.4154,0.3237,0.3049,0.0963,"At 2.617h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1e89952e-37a2-4118-ab4d-0c6753c009e2,2.625,2.625,2.633333,N2,neutral,0.444,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4432,0.3161,0.3002,0.1211,"At 2.625h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
df3dd373-d8bc-4cf4-ae74-a4870d1acf1c,2.633333,2.633333,2.641667,N2,calm,0.424,0.0,False,TEMPLATE,,,,n2_any_01,0.4451,0.3206,0.2838,0.1197,"At 2.633h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
bd9948dc-99e2-495b-b141-00255ec19165,2.641667,2.641667,2.65,N2,joyful,0.409,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4666,0.3376,0.2767,0.1253,"At 2.642h, voices and objects recombine before they settle. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
12c11dd5-91c7-41b0-b3b4-a5bc11994d6b,2.65,2.65,2.658333,N2,anxious,0.483,0.0,False,TEMPLATE,,,,n2_any_01,0.4481,0.3486,0.3137,0.1564,"At 2.650h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
21fc4f88-3040-420d-a8a7-faeb719ccf22,2.658333,2.658333,2.666667,N2,calm,0.452,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4911,0.3329,0.2747,0.1466,"At 2.658h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
